# 19 existing edges BETWEEN two core robert-strong nodes (the re-mint dedup set)
cersei-lannister	AGENT_IN	cersei-resolves-on-trial-by-combat	T1
cersei-lannister	ALLIES_WITH	qyburn	T1
cersei-lannister	COMMANDS	qyburn	T1
cersei-lannister	COMMANDS_IN	gregor-confesses-and-kills-oberyn	T1
cersei-lannister	CONSPIRES_WITH	qyburn	T1
cersei-lannister	ENABLES	qyburn	T1
cersei-lannister	TRUSTS	qyburn	T1
gregor-clegane	AGENT_IN	gregor-confesses-and-kills-oberyn	T1
gregor-clegane	FIGHTS_IN	gregor-confesses-and-kills-oberyn	T1
gregor-clegane	KILLS	oberyn-martell	T1
gregor-clegane	SWORN_TO	cersei-lannister	T1
oberyn-martell	DISTRUSTS	cersei-lannister	T1
oberyn-martell	FIGHTS_IN	gregor-confesses-and-kills-oberyn	T1
oberyn-martell	HATES	gregor-clegane	T1
oberyn-martell	POISONS	gregor-clegane	T1
oberyn-martell	SEEKS	gregor-clegane	T1
oberyn-martell	VICTIM_IN	gregor-confesses-and-kills-oberyn	T1
qyburn	ADVISES	cersei-lannister	T1
qyburn	SERVES	cersei-lannister	T1
