# 398 existing distinct edges touching the robert-strong core node-set
arya-stark	FEARS	gregor-clegane	T1
arya-stark	GUEST_OF	cersei-lannister	T1
arya-stark	HATES	cersei-lannister	T1
arya-stark	HATES	gregor-clegane	T1
aurane-waters	BETRAYS	cersei-lannister	T1
aurane-waters	SERVES	cersei-lannister	T1
balman-byrch	GUEST_OF	cersei-lannister	T1
barristan-selmy	SERVES	cersei-lannister	T1
boros-blount	SERVES	cersei-lannister	T1
catelyn-stark	DISTRUSTS	cersei-lannister	T1
catelyn-stark	HATES	cersei-lannister	T1
cersei-is-stripped-and-imprisoned	CAUSES	cersei-resolves-on-trial-by-combat	T1
cersei-lannister	AGENT_IN	cersei-claims-ned-s-men-attacked-first	T1
cersei-lannister	AGENT_IN	cersei-confronts-and-arrests-the-blue-bard	T1
cersei-lannister	AGENT_IN	cersei-fills-in-the-arrest-warrants	T1
cersei-lannister	AGENT_IN	cersei-maneuvers-for-lady-s-death	T1
cersei-lannister	AGENT_IN	cersei-plots-against-margaery	T1
cersei-lannister	AGENT_IN	cersei-reacts-to-the-stark-boys-deaths	T1
cersei-lannister	AGENT_IN	cersei-rearms-the-faith-and-forgives-the-debt	T1
cersei-lannister	AGENT_IN	cersei-resolves-on-trial-by-combat	T1
cersei-lannister	AGENT_IN	joffrey-recalled-to-the-red-keep	T1
cersei-lannister	AGENT_IN	redwyne-hostage-decision	T1
cersei-lannister	AGENT_IN	tyrion-accused-of-poisoning-joffrey	T2
cersei-lannister	ALLIES_WITH	qyburn	T1
cersei-lannister	ALLIES_WITH	taena-merryweather	T1
cersei-lannister	ALLIES_WITH	tyrion-lannister	T1
cersei-lannister	APPOINTS	aurane-waters	T1
cersei-lannister	APPOINTS	osfryd-kettleblack	T1
cersei-lannister	APPOINTS	osmund-kettleblack	T1
cersei-lannister	ATTACKS	blue-bard	T1
cersei-lannister	ATTACKS	eddard-stark	T1
cersei-lannister	ATTENDS	the-hands-tourney	T1
cersei-lannister	BANISHES	barristan-selmy	T1
cersei-lannister	BETROTHED_TO	rhaegar-targaryen	T1
cersei-lannister	BORN_AT	casterly-rock	T2
cersei-lannister	COMMANDS	aurane-waters	T1
cersei-lannister	COMMANDS	boros-blount	T1
cersei-lannister	COMMANDS	ilyn-payne	T1
cersei-lannister	COMMANDS	joffrey-baratheon	T1
cersei-lannister	COMMANDS	lancel-lannister	T1
cersei-lannister	COMMANDS	mandon-moore	T1
cersei-lannister	COMMANDS	osfryd-kettleblack	T1
cersei-lannister	COMMANDS	osmund-kettleblack	T1
cersei-lannister	COMMANDS	pycelle	T1
cersei-lannister	COMMANDS	qyburn	T1
cersei-lannister	COMMANDS	sansa-stark	T1
cersei-lannister	COMMANDS	tyrion-lannister	T1
cersei-lannister	COMMANDS	tywin-lannister	T1
cersei-lannister	COMMANDS_IN	all-accused-arrested-by-sundown	T1
cersei-lannister	COMMANDS_IN	cersei-orders-ned-s-arrest	T1
cersei-lannister	COMMANDS_IN	cersei-orders-the-sleeping-guards-executed	T1
cersei-lannister	COMMANDS_IN	cersei-plots-the-discovery	T1
cersei-lannister	COMMANDS_IN	cersei-s-plot-to-assassinate-jon-snow	T1
cersei-lannister	COMMANDS_IN	davos-seaworth-captured	T1
cersei-lannister	COMMANDS_IN	death-of-robert-baratheon	T2
cersei-lannister	COMMANDS_IN	execution-of-the-blackwater-deserters	T1
cersei-lannister	COMMANDS_IN	gold-cloaks-betray-ned	T2
cersei-lannister	COMMANDS_IN	gregor-confesses-and-kills-oberyn	T1
cersei-lannister	COMMANDS_IN	jaime-refuses-to-kill-tyrion	T1
