# 17 existing edges BETWEEN two core gravedigger nodes (the re-mint dedup set)
arya-stark	COMPANION_OF	sandor-clegane	T1
arya-stark	HATES	sandor-clegane	T1
arya-stark	PRISONER_OF	sandor-clegane	T1
elder-brother	HEALS	sandor-clegane	T1
elder-brother-quiet-isle	ENABLES	raid-on-saltpans	T1
elder-brother-quiet-isle	HOLDS_TITLE	elder-brother	T2
elder-brother-quiet-isle	SWORN_TO	quiet-isle	T2
gravedigger	SWORN_TO	quiet-isle	T2
hound-helm	WIELDED_IN	raid-on-saltpans	T2
sandor-clegane	BONDED_TO	stranger	T1
sandor-clegane	CAPTURES	arya-stark	T1
sandor-clegane	DISTRUSTS	arya-stark	T1
sandor-clegane	OWNS	hound-helm	T1
sandor-clegane	OWNS	stranger	T1
sandor-clegane	PROTECTS	arya-stark	T1
sandor-clegane	RANSOMS	arya-stark	T1
sandor-clegane	RESENTS	arya-stark	T1
