# 61 existing edges BETWEEN two core frey-pies-gnc nodes (the re-mint dedup set)
davos-seaworth	GUEST_OF	wyman-manderly	T1
davos-seaworth	VICTIM_IN	davos-seaworth-captured	T1
davos-seaworth	VICTIM_IN	ser-axell-florent-arrests-davos	T1
davos-seaworth	VICTIM_IN	wyman-publicly-arrests-davos-at-white-harbor	T1
davos-seaworth	VICTIM_IN	wyman-publicly-orders-davos-execution	T1
davos-seaworth-captured	LOCATED_AT	white-harbor	T1
execution-of-davos-lookalike-at-white-harbor	SUB_BEAT_OF	wyman-manderly-stages-fake-execution-of-davos	T1
frey-witnesses-attest-davos-dead-at-small-council	SUB_BEAT_OF	wyman-manderly-stages-fake-execution-of-davos	T1
house-manderly	AGENT_IN	wyman-publicly-arrests-davos-at-white-harbor	T1
ramsay-snow	HEIR_TO	roose-bolton	T1
ramsay-snow	RESENTS	roose-bolton	T1
red-wedding	ENABLES	siege-of-riverrun	T2
rickon-stark	MOURNS	robb-stark	T1
rickon-stark	SIBLING_OF	robb-stark	T1
robb-stark	COMMANDS	roose-bolton	T1
robb-stark	CONTRACTED_WITH	walder-frey	T1
robb-stark	FEARS	roose-bolton	T1
robb-stark	GUEST_OF	walder-frey	T1
robb-stark	SERVES	walder-frey	T1
roose-bolton	BETRAYS	robb-stark	T1
roose-bolton	COMMANDS	ramsay-snow	T1
roose-bolton	COMMANDS	robb-stark	T1
roose-bolton	DISTRUSTS	ramsay-snow	T1
roose-bolton	DISTRUSTS	wyman-manderly	T1
roose-bolton	MARRIES_OFF	ramsay-snow	T1
roose-bolton	OPPOSES	walder-frey	T1
roose-bolton	OPPOSES	wyman-manderly	T1
roose-bolton	PARENT_OF	ramsay-snow	T1
roose-bolton	PROTECTS	ramsay-snow	T1
roose-bolton	SERVES	robb-stark	T1
roose-bolton	SWORN_TO	robb-stark	T1
ser-wendel-manderly-is-killed	MOTIVATES	wyman-manderly-stages-fake-execution-of-davos	T1
ser-wendel-manderly-is-killed	SUB_BEAT_OF	red-wedding	T2
walder-frey	BETRAYS	robb-stark	T1
walder-frey	COMMANDS_IN	ser-wendel-manderly-is-killed	T1
walder-frey	CONTRACTED_WITH	wyman-manderly	T1
walder-frey	VIOLATES_GUEST_RIGHT	robb-stark	T1
walder-frey	VIOLATES_GUEST_RIGHT	wendel-manderly	T1
wendel-manderly	BORN_AT	white-harbor	T2
wendel-manderly	SWORN_TO	house-manderly	T2
wendel-manderly	VICTIM_IN	ser-wendel-manderly-is-killed	T1
white-harbor	SEAT_OF	house-manderly	T2
wylis-manderly	BORN_AT	white-harbor	T2
wylis-manderly	GUEST_OF	wyman-manderly	T1
wylis-manderly	HEIR_TO	house-manderly	T2
wylis-manderly	SWORN_TO	house-manderly	T2
wylis-manderly	VICTIM_IN	learning-about-manderly-s-hostage	T1
wyman-manderly	AGENT_IN	davos-seaworth-captured	T1
wyman-manderly	BORN_AT	white-harbor	T2
wyman-manderly	COMMANDS_IN	wyman-publicly-arrests-davos-at-white-harbor	T1
wyman-manderly	COMMANDS_IN	wyman-publicly-orders-davos-execution	T1
wyman-manderly	MOURNS	wendel-manderly	T1
wyman-manderly	PARENT_OF	wendel-manderly	T2
wyman-manderly	PARENT_OF	wylis-manderly	T2
wyman-manderly	RULES	house-manderly	T2
wyman-manderly	SWORN_TO	house-manderly	T2
wyman-manderly	SWORN_TO	robb-stark	T1
wyman-manderly	VICTIM_IN	learning-about-manderly-s-hostage	T1
wyman-manderly	VIOLATES_GUEST_RIGHT	davos-seaworth	T1
wyman-publicly-arrests-davos-at-white-harbor	SUB_BEAT_OF	wyman-manderly-stages-fake-execution-of-davos	T1
wyman-publicly-orders-davos-execution	SUB_BEAT_OF	wyman-manderly-stages-fake-execution-of-davos	T1
