# 287 existing distinct edges touching the kingslayer-quote core node-set
aerys-commands-the-city-burned	LOCATED_AT	kings-landing	T1
aerys-commands-the-city-burned	SUB_BEAT_OF	sack-of-kings-landing	T1
aerys-commands-the-city-burned	TRIGGERS	slaying-of-aerys-ii-the-kingslaying	T2
aerys-ii-targaryen	ATTENDS	tourney-at-harrenhal	T1
aerys-ii-targaryen	BORN_AT	kings-landing	T2
aerys-ii-targaryen	BORN_AT	red-keep	T2
aerys-ii-targaryen	COMMANDS_IN	aerys-commands-the-city-burned	T1
aerys-ii-targaryen	COMMANDS_IN	exile-of-jon-connington	T1
aerys-ii-targaryen	COMMANDS_IN	wildfire-plot	T1
aerys-ii-targaryen	DIED_AT	kings-landing	T2
aerys-ii-targaryen	FEARS	jaime-lannister	T1
aerys-ii-targaryen	HEIR_TO	jaehaerys-ii-targaryen	T2
aerys-ii-targaryen	HOLDS_TITLE	king-of-the-andals-the-rhoynar-and-the-first-men	T2
aerys-ii-targaryen	HOLDS_TITLE	lord-of-the-seven-kingdoms	T2
aerys-ii-targaryen	HOLDS_TITLE	prince-of-dragonstone	T2
aerys-ii-targaryen	HOLDS_TITLE	protector-of-the-realm	T2
aerys-ii-targaryen	HOLDS_TITLE	ser	T2
aerys-ii-targaryen	KILLS	qarlton-chelsted	T1
aerys-ii-targaryen	PARENT_OF	aegon-targaryen	T2
aerys-ii-targaryen	PARENT_OF	aegon-targaryen-son-of-aerys-ii	T2
aerys-ii-targaryen	PARENT_OF	daenerys-targaryen	T2
aerys-ii-targaryen	PARENT_OF	daeron-targaryen	T2
aerys-ii-targaryen	PARENT_OF	daeron-targaryen-son-of-aerys-ii	T2
aerys-ii-targaryen	PARENT_OF	jaehaerys-targaryen	T2
aerys-ii-targaryen	PARENT_OF	jaehaerys-targaryen-son-of-aerys-ii	T2
aerys-ii-targaryen	PARENT_OF	rhaegar-targaryen	T2
aerys-ii-targaryen	PARENT_OF	shaena-targaryen	T2
aerys-ii-targaryen	PARENT_OF	viserys-targaryen	T2
aerys-ii-targaryen	SUCCEEDS	jaehaerys-ii-targaryen	T2
aerys-ii-targaryen	VICTIM_IN	defiance-of-duskendale	T1
aerys-ii-targaryen	VICTIM_IN	sack-of-kings-landing	T1
aerys-ii-targaryen	VICTIM_IN	slaying-of-aerys-ii-the-kingslaying	T1
aerys-ii-targaryen	WITNESS_IN	knight-of-the-laughing-tree-incident	T1
aerys-ii-targaryens-last-mistress	LOVER_OF	aerys-ii-targaryen	T2
arthur-dayne	BESTOWS_KNIGHTHOOD_ON	jaime-lannister	T1
barristan-selmy	HATES	jaime-lannister	T1
barristan-selmy	RESCUES	aerys-ii-targaryen	T1
barristan-selmy	RESPECTS	aerys-ii-targaryen	T1
barristan-selmy	SERVES	aerys-ii-targaryen	T1
barristan-selmy	SWORN_TO	aerys-ii-targaryen	T1
battle-of-ashford	PRECEDES	wildfire-plot	T3
